XCOORD,YCOORD
3.01662,0.00000
3.02310,0.02000
3.02965,0.04000
3.03615,0.06000
3.04257,0.08000
3.04910,0.10000
3.05559,0.12000
3.06217,0.14000
3.06866,0.16000
3.07517,0.18000
3.08175,0.20000
3.08824,0.22000
3.09482,0.24000
3.10148,0.26000
3.10801,0.28000
3.11454,0.30000
3.12121,0.32000
3.12779,0.34000
3.13436,0.36000
3.14107,0.38000
3.14770,0.40000
3.15428,0.42000
3.16094,0.44000
3.16761,0.46000
3.17428,0.48000
3.18109,0.50000
3.18766,0.52000
3.19449,0.54000
3.20124,0.56000
3.20787,0.58000
3.21474,0.60000
3.22154,0.62000
3.22822,0.64000
3.23504,0.66000
3.24187,0.68000
3.24873,0.70000
3.25556,0.72000
3.26248,0.74000
3.26940,0.76000
3.27629,0.78000
3.28326,0.80000
3.29015,0.82000
3.29718,0.84000
3.30408,0.86000
3.31115,0.88000
3.31822,0.90000
3.32519,0.92000
3.33233,0.94000
3.33945,0.96000
3.34648,0.98000
3.35367,1.00000
3.36086,1.02000
3.36795,1.04000
3.37520,1.06000
3.38244,1.08000
3.38968,1.10000
3.39704,1.12000
3.40424,1.14000
3.41169,1.16000
3.41911,1.18000
3.42642,1.20000
3.43390,1.22000
3.44138,1.24000
3.44877,1.26000
3.45631,1.28000
3.46388,1.30000
3.47149,1.32000
3.47908,1.34000
3.48675,1.36000
3.49454,1.38000
3.50225,1.40000
3.51000,1.42000
3.51786,1.44000
3.52568,1.46000
3.53359,1.48000
3.54145,1.50000
3.54940,1.52000
3.55748,1.54000
3.56548,1.56000
3.57360,1.58000
3.58167,1.60000
3.58991,1.62000
3.59814,1.64000
3.60646,1.66000
3.61473,1.68000
3.62312,1.70000
3.63162,1.72000
3.64009,1.74000
3.64864,1.76000
3.65718,1.78000
3.66591,1.80000
3.67459,1.82000
3.68339,1.84000
3.69213,1.86000
3.70103,1.88000
3.71000,1.90000
3.71915,1.92000
3.72821,1.94000
3.73724,1.96000
3.74657,1.98000
3.75587,2.00000
3.76529,2.02000
3.77466,2.04000
3.78417,2.06000
3.79382,2.08000
3.80347,2.10000
3.81330,2.12000
3.82310,2.14000
3.83310,2.16000
3.84310,2.18000
3.85323,2.20000
3.86337,2.22000
3.87378,2.24000
3.88423,2.26000
3.89469,2.28000
3.90531,2.30000
3.91611,2.32000
3.92684,2.34000
3.93777,2.36000
3.94883,2.38000
3.96011,2.40000
3.97141,2.42000
3.98272,2.44000
3.99440,2.46000
3.98000,2.43519
4.00000,2.46962
