XCOORD,YCOORD
3.08477,0.00000
3.09134,0.02000
3.09791,0.04000
3.10453,0.06000
3.11122,0.08000
3.11789,0.10000
3.12453,0.12000
3.13116,0.14000
3.13788,0.16000
3.14445,0.18000
3.15116,0.20000
3.15786,0.22000
3.16459,0.24000
3.17124,0.26000
3.17800,0.28000
3.18476,0.30000
3.19154,0.32000
3.19826,0.34000
3.20507,0.36000
3.21182,0.38000
3.21866,0.40000
3.22552,0.42000
3.23232,0.44000
3.23922,0.46000
3.24603,0.48000
3.25284,0.50000
3.25979,0.52000
3.26664,0.54000
3.27364,0.56000
3.28050,0.58000
3.28750,0.60000
3.29446,0.62000
3.30151,0.64000
3.30848,0.66000
3.31555,0.68000
3.32254,0.70000
3.32956,0.72000
3.33669,0.74000
3.34375,0.76000
3.35096,0.78000
3.35815,0.80000
3.36526,0.82000
3.37246,0.84000
3.37963,0.86000
3.38694,0.88000
3.39410,0.90000
3.40143,0.92000
3.40871,0.94000
3.41611,0.96000
3.42341,0.98000
3.43076,1.00000
3.43823,1.02000
3.44562,1.04000
3.45315,1.06000
3.46069,1.08000
3.46814,1.10000
3.47570,1.12000
3.48333,1.14000
3.49086,1.16000
3.49850,1.18000
3.50622,1.20000
3.51394,1.22000
3.52167,1.24000
3.52944,1.26000
3.53736,1.28000
3.54520,1.30000
3.55304,1.32000
3.56105,1.34000
3.56895,1.36000
3.57699,1.38000
3.58500,1.40000
3.59314,1.42000
3.60123,1.44000
3.60934,1.46000
3.61760,1.48000
3.62592,1.50000
3.63420,1.52000
3.64261,1.54000
3.65101,1.56000
3.65941,1.58000
3.66788,1.60000
3.67650,1.62000
3.68504,1.64000
3.69371,1.66000
3.70250,1.68000
3.71122,1.70000
3.72009,1.72000
3.72896,1.74000
3.73796,1.76000
3.74693,1.78000
3.75598,1.80000
3.76509,1.82000
3.77432,1.84000
3.78351,1.86000
3.79288,1.88000
3.80227,1.90000
3.81183,1.92000
3.82138,1.94000
3.83102,1.96000
3.84065,1.98000
3.85046,2.00000
3.86028,2.02000
3.87028,2.04000
3.88028,2.06000
3.89038,2.08000
3.90067,2.10000
3.91087,2.12000
3.92126,2.14000
3.93175,2.16000
3.94243,2.18000
3.95304,2.20000
3.96386,2.22000
3.97470,2.24000
3.98570,2.26000
3.99687,2.28000
4.00000,2.28564
