XCOORD,YCOORD
1.59306,0.00000
1.59758,0.02000
1.60175,0.04000
1.60619,0.06000
1.61032,0.08000
1.61468,0.10000
1.61887,0.12000
1.62270,0.14000
1.62683,0.16000
1.63081,0.18000
1.63468,0.20000
1.63855,0.22000
1.64238,0.24000
1.64597,0.26000
1.64968,0.28000
1.65339,0.30000
1.65689,0.32000
1.66048,0.34000
1.66371,0.36000
1.66705,0.38000
1.67033,0.40000
1.67361,0.42000
1.67689,0.44000
1.67984,0.46000
1.68306,0.48000
1.68607,0.50000
1.68902,0.52000
1.69183,0.54000
1.69450,0.56000
1.69746,0.58000
1.70016,0.60000
1.70250,0.62000
1.70517,0.64000
1.70763,0.66000
1.71000,0.68000
1.71237,0.70000
1.71475,0.72000
1.71707,0.74000
1.71914,0.76000
1.72121,0.78000
1.72328,0.80000
1.72509,0.82000
1.72707,0.84000
1.72895,0.86000
1.73070,0.88000
1.73211,0.90000
1.73375,0.92000
1.73518,0.94000
1.73661,0.96000
1.73804,0.98000
1.73945,1.00000
1.74055,1.02000
1.74164,1.04000
1.74273,1.06000
1.74382,1.08000
1.74455,1.10000
1.74537,1.12000
1.74611,1.14000
1.74660,1.16000
1.74698,1.18000
1.74750,1.20000
1.74788,1.22000
1.74827,1.24000
1.74827,1.26000
1.74827,1.28000
1.74827,1.30000
1.74804,1.32000
1.74780,1.34000
1.74740,1.36000
1.74700,1.38000
1.74660,1.40000
1.74580,1.42000
1.74510,1.44000
1.74396,1.46000
1.74306,1.48000
1.74187,1.50000
1.74062,1.52000
1.73894,1.54000
1.73761,1.56000
1.73587,1.58000
1.73413,1.60000
1.73222,1.62000
1.73000,1.64000
1.72778,1.66000
1.72523,1.68000
1.72295,1.70000
1.72023,1.72000
1.71698,1.74000
1.71405,1.76000
1.71071,1.78000
1.70738,1.80000
1.70366,1.82000
1.70024,1.84000
1.69625,1.86000
1.69175,1.88000
1.68744,1.90000
1.68282,1.92000
1.67816,1.94000
1.67289,1.96000
1.66763,1.98000
1.66237,2.00000
1.65639,2.02000
1.65028,2.04000
1.64417,2.06000
1.63743,2.08000
1.63029,2.10000
1.62314,2.12000
1.61559,2.14000
1.60758,2.16000
1.59969,2.18000
1.59094,2.20000
1.58156,2.22000
1.57258,2.24000
1.56233,2.26000
1.55233,2.28000
1.54167,2.30000
1.53036,2.32000
1.51821,2.34000
1.50607,2.36000
1.49346,2.38000
1.47962,2.40000
1.46577,2.42000
1.45080,2.44000
1.43542,2.46000
1.41875,2.48000
1.40208,2.50000
1.38391,2.52000
1.36429,2.54000
1.36000,2.54429
1.34429,2.56000
1.34000,2.56409
1.32250,2.58000
1.32000,2.58227
1.30050,2.60000
1.28000,2.61696
1.27611,2.62000
1.26000,2.63261
1.25056,2.64000
1.24000,2.64792
1.22294,2.66000
1.20000,2.67542
1.19312,2.68000
1.18000,2.68840
1.16067,2.70000
1.14000,2.71240
1.12643,2.72000
1.12000,2.72346
1.10000,2.73423
1.08846,2.74000
1.08000,2.74407
1.06000,2.75370
1.04583,2.76000
1.02000,2.77148
0.99909,2.78000
0.98000,2.78750
0.96000,2.79464
0.94500,2.80000
0.92000,2.80821
0.90000,2.81464
0.88125,2.82000
0.86000,2.82586
0.84000,2.83069
0.82000,2.83567
0.80143,2.84000
0.78000,2.84448
0.76000,2.84833
0.74000,2.85167
0.72000,2.85500
0.68750,2.86000
0.66000,2.86300
0.64000,2.86500
0.62000,2.86700
0.60000,2.86833
0.58000,2.86967
0.56000,2.87100
0.54000,2.87167
0.52000,2.87194
0.50000,2.87194
0.48000,2.87194
0.46000,2.87167
0.44000,2.87100
0.42000,2.86967
0.40000,2.86833
0.38000,2.86700
0.36000,2.86500
0.34000,2.86300
0.31250,2.86000
0.28000,2.85500
0.26000,2.85167
0.24000,2.84833
0.22000,2.84448
0.19857,2.84000
0.18000,2.83567
0.16000,2.83069
0.14000,2.82586
0.11875,2.82000
0.10000,2.81464
0.08000,2.80821
0.05500,2.80000
0.04000,2.79464
0.02000,2.78750
0.00091,2.78000
0.00000,2.77963
