XCOORD,YCOORD
1.10139,0.00000
1.10600,0.02000
1.11088,0.04000
1.11571,0.06000
1.12028,0.08000
1.12472,0.10000
1.12886,0.12000
1.13286,0.14000
1.13686,0.16000
1.14083,0.18000
1.14472,0.20000
1.14806,0.22000
1.15171,0.24000
1.15514,0.26000
1.15800,0.28000
1.16139,0.30000
1.16417,0.32000
1.16694,0.34000
1.16972,0.36000
1.17229,0.38000
1.17457,0.40000
1.17686,0.42000
1.17914,0.44000
1.18139,0.46000
1.18314,0.48000
1.18486,0.50000
1.18657,0.52000
1.18829,0.54000
1.18943,0.56000
1.19057,0.58000
1.19171,0.60000
1.19265,0.62000
1.19343,0.64000
1.19441,0.66000
1.19485,0.68000
1.19500,0.70000
1.19545,0.72000
1.19545,0.74000
1.19545,0.76000
1.19531,0.78000
1.19485,0.80000
1.19424,0.82000
1.19344,0.84000
1.19281,0.86000
1.19156,0.88000
1.19031,0.90000
1.18906,0.92000
1.18742,0.94000
1.18548,0.96000
1.18355,0.98000
1.18161,1.00000
1.17966,1.02000
1.17690,1.04000
1.17414,1.06000
1.17100,1.08000
1.16793,1.10000
1.16448,1.12000
1.16103,1.14000
1.15679,1.16000
1.15250,1.18000
1.14821,1.20000
1.14333,1.22000
1.13815,1.24000
1.13296,1.26000
1.12731,1.28000
1.12192,1.30000
1.11542,1.32000
1.10875,1.34000
1.10200,1.36000
1.09435,1.38000
1.08652,1.40000
1.07864,1.42000
1.06955,1.44000
1.06045,1.46000
1.05095,1.48000
1.04048,1.50000
1.02950,1.52000
1.01842,1.54000
1.00579,1.56000
0.99278,1.58000
0.97941,1.60000
0.96500,1.62000
0.94882,1.64000
0.93187,1.66000
0.91400,1.68000
0.89500,1.70000
0.88000,1.71400
0.87308,1.72000
0.86000,1.73214
0.85083,1.74000
0.84000,1.74867
0.82455,1.76000
0.82000,1.76333
0.80000,1.77687
0.79500,1.78000
0.78000,1.78937
0.76300,1.80000
0.74000,1.81187
0.72375,1.82000
0.70000,1.83000
0.67500,1.84000
0.66000,1.84529
0.64000,1.85118
0.62000,1.85588
0.60250,1.86000
0.58000,1.86389
0.56000,1.86647
0.54000,1.86833
0.52000,1.86944
0.50000,1.87000
0.48000,1.86944
0.46000,1.86833
0.44000,1.86647
0.42000,1.86389
0.39750,1.86000
0.38000,1.85588
0.36000,1.85118
0.34000,1.84529
0.32500,1.84000
0.30000,1.83000
0.27625,1.82000
0.26000,1.81187
0.23700,1.80000
0.22000,1.78937
0.20500,1.78000
0.20000,1.77687
0.18000,1.76333
0.17545,1.76000
0.16000,1.74867
0.14917,1.74000
0.14000,1.73214
0.12692,1.72000
0.12000,1.71400
0.10500,1.70000
0.08600,1.68000
0.06813,1.66000
0.05118,1.64000
0.03500,1.62000
0.02059,1.60000
0.00722,1.58000
0.00000,1.56917
