XCOORD,YCOORD
1.76945,0.00000
1.77384,0.02000
1.77847,0.04000
1.78288,0.06000
1.78726,0.08000
1.79164,0.10000
1.79597,0.12000
1.80041,0.14000
1.80452,0.16000
1.80875,0.18000
1.81292,0.20000
1.81704,0.22000
1.82097,0.24000
1.82486,0.26000
1.82903,0.28000
1.83282,0.30000
1.83676,0.32000
1.84069,0.34000
1.84431,0.36000
1.84803,0.38000
1.85169,0.40000
1.85535,0.42000
1.85900,0.44000
1.86239,0.46000
1.86606,0.48000
1.86944,0.50000
1.87271,0.52000
1.87614,0.54000
1.87957,0.56000
1.88271,0.58000
1.88594,0.60000
1.88913,0.62000
1.89221,0.64000
1.89522,0.66000
1.89838,0.68000
1.90130,0.70000
1.90420,0.72000
1.90691,0.74000
1.90985,0.76000
1.91269,0.78000
1.91537,0.80000
1.91803,0.82000
1.92045,0.84000
1.92313,0.86000
1.92561,0.88000
1.92803,0.90000
1.93045,0.92000
1.93277,0.94000
1.93492,0.96000
1.93734,0.98000
1.93953,1.00000
1.94141,1.02000
1.94359,1.04000
1.94547,1.06000
1.94746,1.08000
1.94937,1.10000
1.95095,1.12000
1.95274,1.14000
1.95435,1.16000
1.95597,1.18000
1.95754,1.20000
1.95918,1.22000
1.96049,1.24000
1.96180,1.26000
1.96311,1.28000
1.96417,1.30000
1.96550,1.32000
1.96650,1.34000
1.96729,1.36000
1.96831,1.38000
1.96914,1.40000
1.96983,1.42000
1.97052,1.44000
1.97105,1.46000
1.97175,1.48000
1.97211,1.50000
1.97232,1.52000
1.97268,1.54000
1.97291,1.56000
1.97291,1.58000
1.97291,1.60000
1.97278,1.62000
1.97241,1.64000
1.97226,1.66000
1.97189,1.68000
1.97135,1.70000
1.97058,1.72000
1.96981,1.74000
1.96904,1.76000
1.96804,1.78000
1.96700,1.80000
1.96580,1.82000
1.96460,1.84000
1.96306,1.86000
1.96143,1.88000
1.95980,1.90000
1.95812,1.92000
1.95604,1.94000
1.95383,1.96000
1.95170,1.98000
1.94935,2.00000
1.94674,2.02000
1.94413,2.04000
1.94111,2.06000
1.93800,2.08000
1.93477,2.10000
1.93159,2.12000
1.92795,2.14000
1.92395,2.16000
1.92023,2.18000
1.91595,2.20000
1.91146,2.22000
1.90707,2.24000
1.90220,2.26000
1.89718,2.28000
1.89175,2.30000
1.88641,2.32000
1.88026,2.34000
1.87432,2.36000
1.86784,2.38000
1.86135,2.40000
1.85417,2.42000
1.84694,2.44000
1.83971,2.46000
1.83147,2.48000
1.82324,2.50000
1.81424,2.52000
1.80515,2.54000
1.79594,2.56000
1.78594,2.58000
1.77581,2.60000
1.76484,2.62000
1.75345,2.64000
1.74167,2.66000
1.72893,2.68000
1.71607,2.70000
1.70250,2.72000
1.68778,2.74000
1.67269,2.76000
1.65720,2.78000
1.64040,2.80000
1.62292,2.82000
1.60458,2.84000
1.58565,2.86000
1.58000,2.86565
1.56500,2.88000
1.56000,2.88478
1.54333,2.90000
1.54000,2.90292
1.52048,2.92000
1.50000,2.93708
1.49632,2.94000
1.48000,2.95240
1.47000,2.96000
1.46000,2.96760
1.44278,2.98000
1.42000,2.99577
1.41353,3.00000
1.40000,3.00852
1.38176,3.02000
1.36000,3.03321
1.34812,3.04000
1.34000,3.04464
1.32000,3.05536
1.31133,3.06000
1.30000,3.06586
1.28000,3.07552
1.27071,3.08000
1.26000,3.08517
1.24000,3.09433
1.22786,3.10000
1.20000,3.11167
1.17917,3.12000
1.16000,3.12742
1.14000,3.13469
1.12455,3.14000
1.10000,3.14844
1.08000,3.15516
1.06333,3.16000
1.04000,3.16697
1.02000,3.17242
0.99125,3.18000
0.96000,3.18758
0.94000,3.19242
0.92000,3.19667
0.90429,3.20000
0.88000,3.20441
0.86000,3.20794
0.84000,3.21147
0.82000,3.21500
0.80000,3.21794
0.78250,3.22000
0.76000,3.22314
0.74000,3.22543
0.72000,3.22771
0.70000,3.22943
0.68000,3.23147
0.66000,3.23286
0.64000,3.23441
0.62000,3.23571
0.60000,3.23676
0.58000,3.23743
0.56000,3.23800
0.54000,3.23857
0.52000,3.23857
0.50000,3.23914
0.48000,3.23857
0.46000,3.23857
0.44000,3.23800
0.42000,3.23743
0.40000,3.23676
0.38000,3.23571
0.36000,3.23441
0.34000,3.23286
0.32000,3.23147
0.30000,3.22943
0.28000,3.22771
0.26000,3.22543
0.24000,3.22314
0.21750,3.22000
0.20000,3.21794
0.18000,3.21500
0.16000,3.21147
0.14000,3.20794
0.12000,3.20441
0.09571,3.20000
0.08000,3.19667
0.06000,3.19242
0.04000,3.18758
0.00875,3.18000
0.00000,3.17788
0.02000,3.18273
