XCOORD,YCOORD
2.61156,0.00000
2.61727,0.02000
2.62303,0.04000
2.62868,0.06000
2.63446,0.08000
2.64025,0.10000
2.64587,0.12000
2.65158,0.14000
2.65725,0.16000
2.66308,0.18000
2.66866,0.20000
2.67437,0.22000
2.68008,0.24000
2.68580,0.26000
2.69144,0.28000
2.69703,0.30000
2.70277,0.32000
2.70839,0.34000
2.71410,0.36000
2.71974,0.38000
2.72538,0.40000
2.73095,0.42000
2.73664,0.44000
2.74231,0.46000
2.74784,0.48000
2.75348,0.50000
2.75921,0.52000
2.76478,0.54000
2.77044,0.56000
2.77605,0.58000
2.78167,0.60000
2.78728,0.62000
2.79301,0.64000
2.79850,0.66000
2.80416,0.68000
2.80982,0.70000
2.81545,0.72000
2.82098,0.74000
2.82670,0.76000
2.83234,0.78000
2.83791,0.80000
2.84351,0.82000
2.84918,0.84000
2.85482,0.86000
2.86045,0.88000
2.86609,0.90000
2.87165,0.92000
2.87731,0.94000
2.88303,0.96000
2.88861,0.98000
2.89430,1.00000
2.89991,1.02000
2.90551,1.04000
2.91123,1.06000
2.91689,1.08000
2.92255,1.10000
2.92829,1.12000
2.93394,1.14000
2.93952,1.16000
2.94529,1.18000
2.95097,1.20000
2.95660,1.22000
2.96243,1.24000
2.96806,1.26000
2.97382,1.28000
2.97950,1.30000
2.98525,1.32000
2.99099,1.34000
2.99670,1.36000
3.00250,1.38000
3.00830,1.40000
3.01404,1.42000
3.01990,1.44000
3.02561,1.46000
3.03153,1.48000
3.03724,1.50000
3.04320,1.52000
3.04897,1.54000
3.05490,1.56000
3.06073,1.58000
3.06663,1.60000
3.07253,1.62000
3.07840,1.64000
3.08436,1.66000
3.09032,1.68000
3.09624,1.70000
3.10226,1.72000
3.10828,1.74000
3.11424,1.76000
3.12033,1.78000
3.12626,1.80000
3.13242,1.82000
3.13854,1.84000
3.14461,1.86000
3.15067,1.88000
3.15693,1.90000
3.16307,1.92000
3.16931,1.94000
3.17552,1.96000
3.18172,1.98000
3.18802,2.00000
3.19430,2.02000
3.20059,2.04000
3.20702,2.06000
3.21345,2.08000
3.21988,2.10000
3.22631,2.12000
3.23280,2.14000
3.23938,2.16000
3.24580,2.18000
3.25247,2.20000
3.25913,2.22000
3.26563,2.24000
3.27228,2.26000
3.27911,2.28000
3.28577,2.30000
3.29269,2.32000
3.29961,2.34000
3.30636,2.36000
3.31329,2.38000
3.32039,2.40000
3.32733,2.42000
3.33446,2.44000
3.34149,2.46000
3.34878,2.48000
3.35603,2.50000
3.36342,2.52000
3.37069,2.54000
3.37817,2.56000
3.38549,2.58000
3.39329,2.60000
3.40071,2.62000
3.40855,2.64000
3.41632,2.66000
3.42397,2.68000
3.43191,2.70000
3.44015,2.72000
3.44803,2.74000
3.45621,2.76000
3.46446,2.78000
3.47277,2.80000
3.48138,2.82000
3.48984,2.84000
3.49855,2.86000
3.50714,2.88000
3.51597,2.90000
3.52500,2.92000
3.53393,2.94000
3.54317,2.96000
3.55250,2.98000
3.56190,3.00000
3.57155,3.02000
3.58123,3.04000
3.59140,3.06000
3.60125,3.08000
3.61161,3.10000
3.62196,3.12000
3.63241,3.14000
3.64315,3.16000
3.65415,3.18000
3.66509,3.20000
3.67635,3.22000
3.68804,3.24000
3.69980,3.26000
3.71180,3.28000
3.72420,3.30000
3.73653,3.32000
3.74937,3.34000
3.76271,3.36000
3.77596,3.38000
3.78978,3.40000
3.80370,3.42000
3.81800,3.44000
3.83295,3.46000
3.84795,3.48000
3.86349,3.50000
3.87976,3.52000
3.89595,3.54000
3.91293,3.56000
3.93075,3.58000
3.94875,3.60000
3.96744,3.62000
3.98658,3.64000
3.98000,3.63324
4.00000,3.65342
