XCOORD,YCOORD
2.23210,0.00000
2.23727,0.02000
2.24230,0.04000
2.24737,0.06000
2.25242,0.08000
2.25747,0.10000
2.26253,0.12000
2.26758,0.14000
2.27255,0.16000
2.27745,0.18000
2.28235,0.20000
2.28724,0.22000
2.29227,0.24000
2.29722,0.26000
2.30194,0.28000
2.30684,0.30000
2.31165,0.32000
2.31639,0.34000
2.32113,0.36000
2.32594,0.38000
2.33073,0.40000
2.33547,0.42000
2.34010,0.44000
2.34490,0.46000
2.34948,0.48000
2.35415,0.50000
2.35883,0.52000
2.36330,0.54000
2.36798,0.56000
2.37245,0.58000
2.37710,0.60000
2.38160,0.62000
2.38613,0.64000
2.39065,0.66000
2.39511,0.68000
2.39946,0.70000
2.40398,0.72000
2.40837,0.74000
2.41272,0.76000
2.41725,0.78000
2.42163,0.80000
2.42582,0.82000
2.43011,0.84000
2.43456,0.86000
2.43876,0.88000
2.44300,0.90000
2.44730,0.92000
2.45157,0.94000
2.45580,0.96000
2.45989,0.98000
2.46398,1.00000
2.46816,1.02000
2.47230,1.04000
2.47644,1.06000
2.48057,1.08000
2.48453,1.10000
2.48872,1.12000
2.49267,1.14000
2.49659,1.16000
2.50059,1.18000
2.50459,1.20000
2.50859,1.22000
2.51250,1.24000
2.51651,1.26000
2.52036,1.28000
2.52422,1.30000
2.52807,1.32000
2.53183,1.34000
2.53568,1.36000
2.53938,1.38000
2.54309,1.40000
2.54688,1.42000
2.55063,1.44000
2.55437,1.46000
2.55810,1.48000
2.56165,1.50000
2.56519,1.52000
2.56885,1.54000
2.57244,1.56000
2.57603,1.58000
2.57961,1.60000
2.58299,1.62000
2.58662,1.64000
2.59013,1.66000
2.59347,1.68000
2.59693,1.70000
2.60039,1.72000
2.60365,1.74000
2.60689,1.76000
2.61027,1.78000
2.61356,1.80000
2.61681,1.82000
2.62014,1.84000
2.62319,1.86000
2.62634,1.88000
2.62957,1.90000
2.63271,1.92000
2.63586,1.94000
2.63899,1.96000
2.64188,1.98000
2.64485,2.00000
2.64779,2.02000
2.65074,2.04000
2.65358,2.06000
2.65657,2.08000
2.65955,2.10000
2.66227,2.12000
2.66500,2.14000
2.66785,2.16000
2.67047,2.18000
2.67297,2.20000
2.67571,2.22000
2.67825,2.24000
2.68079,2.26000
2.68339,2.28000
2.68597,2.30000
2.68836,2.32000
2.69066,2.34000
2.69283,2.36000
2.69542,2.38000
2.69746,2.40000
2.69983,2.42000
2.70190,2.44000
2.70397,2.46000
2.70614,2.48000
2.70804,2.50000
2.71018,2.52000
2.71196,2.54000
2.71364,2.56000
2.71574,2.58000
2.71722,2.60000
2.71906,2.62000
2.72057,2.64000
2.72212,2.66000
2.72365,2.68000
2.72490,2.70000
2.72647,2.72000
2.72765,2.74000
2.72878,2.76000
2.73000,2.78000
2.73104,2.80000
2.73188,2.82000
2.73271,2.84000
2.73340,2.86000
2.73426,2.88000
2.73489,2.90000
2.73533,2.92000
2.73578,2.94000
2.73614,2.96000
2.73614,2.98000
2.73643,3.00000
2.73643,3.02000
2.73595,3.04000
2.73585,3.06000
2.73525,3.08000
2.73475,3.10000
2.73410,3.12000
2.73308,3.14000
2.73205,3.16000
2.73079,3.18000
2.72946,3.20000
2.72784,3.22000
2.72583,3.24000
2.72417,3.26000
2.72200,3.28000
2.71971,3.30000
2.71676,3.32000
2.71406,3.34000
2.71094,3.36000
2.70719,3.38000
2.70355,3.40000
2.69967,3.42000
2.69500,3.44000
2.69069,3.46000
2.68517,3.48000
2.67964,3.50000
2.67370,3.52000
2.66731,3.54000
2.66038,3.56000
2.65320,3.58000
2.64520,3.60000
2.63625,3.62000
2.62739,3.64000
2.61773,3.66000
2.60682,3.68000
2.59500,3.70000
2.58238,3.72000
2.56950,3.74000
2.55450,3.76000
2.53842,3.78000
2.52167,3.80000
2.50294,3.82000
2.48294,3.84000
2.48000,3.84278
2.46176,3.86000
2.44000,3.87750
2.43687,3.88000
2.42000,3.89350
2.41133,3.90000
2.40000,3.90810
2.38214,3.92000
2.36000,3.93409
2.35071,3.94000
2.34000,3.94652
2.31583,3.96000
2.30000,3.96826
2.27583,3.98000
2.26000,3.98760
2.23364,4.00000
2.22000,4.00577
2.20000,4.01370
2.18455,4.02000
2.16000,4.02893
2.14000,4.03607
2.12900,4.04000
2.10000,4.04931
2.08000,4.05552
2.06556,4.06000
2.04000,4.06742
2.02000,4.07258
1.99125,4.08000
1.96000,4.08781
1.94000,4.09242
1.92000,4.09727
1.90714,4.10000
1.88000,4.10559
1.86000,4.10971
1.84000,4.11343
1.82000,4.11743
1.80500,4.12000
1.78000,4.12417
1.76000,4.12784
1.74000,4.13108
1.72000,4.13432
1.70000,4.13703
