XCOORD,YCOORD
3.49541,0.00000
3.50283,0.02000
3.51023,0.04000
3.51772,0.06000
3.52517,0.08000
3.53265,0.10000
3.54018,0.12000
3.54766,0.14000
3.55521,0.16000
3.56276,0.18000
3.57036,0.20000
3.57793,0.22000
3.58562,0.24000
3.59323,0.26000
3.60089,0.28000
3.60856,0.30000
3.61633,0.32000
3.62404,0.34000
3.63187,0.36000
3.63958,0.38000
3.64745,0.40000
3.65530,0.42000
3.66321,0.44000
3.67104,0.46000
3.67896,0.48000
3.68693,0.50000
3.69491,0.52000
3.70290,0.54000
3.71093,0.56000
3.71907,0.58000
3.72714,0.60000
3.73531,0.62000
3.74344,0.64000
3.75164,0.66000
3.75981,0.68000
3.76811,0.70000
3.77639,0.72000
3.78475,0.74000
3.79310,0.76000
3.80146,0.78000
3.80994,0.80000
3.81840,0.82000
3.82699,0.84000
3.83545,0.86000
3.84406,0.88000
3.85271,0.90000
3.86136,0.92000
3.87006,0.94000
3.87888,0.96000
3.88765,0.98000
3.89651,1.00000
3.90533,1.02000
3.91424,1.04000
3.92325,1.06000
3.93233,1.08000
3.94140,1.10000
3.95054,1.12000
3.95966,1.14000
3.96885,1.16000
3.97816,1.18000
3.98750,1.20000
3.99692,1.22000
4.00000,1.22652
