XCOORD,YCOORD
1.79640,0.00000
1.80093,0.02000
1.80554,0.04000
1.81000,0.06000
1.81446,0.08000
1.81904,0.10000
1.82333,0.12000
1.82760,0.14000
1.83176,0.16000
1.83608,0.18000
1.84014,0.20000
1.84446,0.22000
1.84851,0.24000
1.85247,0.26000
1.85658,0.28000
1.86041,0.30000
1.86446,0.32000
1.86836,0.34000
1.87208,0.36000
1.87597,0.38000
1.87958,0.40000
1.88342,0.42000
1.88699,0.44000
1.89056,0.46000
1.89423,0.48000
1.89761,0.50000
1.90125,0.52000
1.90458,0.54000
1.90803,0.56000
1.91129,0.58000
1.91451,0.60000
1.91786,0.62000
1.92099,0.64000
1.92414,0.66000
1.92729,0.68000
1.93029,0.70000
1.93319,0.72000
1.93632,0.74000
1.93926,0.76000
1.94188,0.78000
1.94478,0.80000
1.94750,0.82000
1.95015,0.84000
1.95299,0.86000
1.95567,0.88000
1.95806,0.90000
1.96074,0.92000
1.96313,0.94000
1.96552,0.96000
1.96773,0.98000
1.97015,1.00000
1.97227,1.02000
1.97439,1.04000
1.97646,1.06000
1.97862,1.08000
1.98077,1.10000
1.98262,1.12000
1.98453,1.14000
1.98641,1.16000
1.98810,1.18000
1.98968,1.20000
1.99145,1.22000
1.99306,1.24000
1.99435,1.26000
1.99590,1.28000
1.99721,1.30000
1.99852,1.32000
1.99983,1.34000
2.00115,1.36000
2.00213,1.38000
2.00317,1.40000
2.00417,1.42000
2.00492,1.44000
2.00569,1.46000
2.00638,1.48000
2.00707,1.50000
2.00754,1.52000
2.00810,1.54000
2.00860,1.56000
2.00875,1.58000
2.00911,1.60000
2.00911,1.62000
2.00927,1.64000
2.00927,1.66000
2.00907,1.68000
2.00870,1.70000
2.00833,1.72000
2.00796,1.74000
2.00736,1.76000
2.00673,1.78000
2.00596,1.80000
2.00519,1.82000
2.00412,1.84000
2.00294,1.86000
2.00180,1.88000
2.00060,1.90000
1.99898,1.92000
1.99735,1.94000
1.99571,1.96000
1.99396,1.98000
1.99187,2.00000
1.98957,2.02000
1.98745,2.04000
1.98489,2.06000
1.98239,2.08000
1.97978,2.10000
1.97667,2.12000
1.97356,2.14000
1.97023,2.16000
1.96674,2.18000
1.96302,2.20000
1.95929,2.22000
1.95548,2.24000
1.95098,2.26000
1.94659,2.28000
1.94175,2.30000
1.93675,2.32000
1.93175,2.34000
1.92641,2.36000
1.92077,2.38000
1.91500,2.40000
1.90868,2.42000
1.90237,2.44000
1.89528,2.46000
1.88829,2.48000
1.88086,2.50000
1.87324,2.52000
1.86500,2.54000
1.85667,2.56000
1.84758,2.58000
1.83844,2.60000
1.82906,2.62000
1.81844,2.64000
1.80806,2.66000
1.79700,2.68000
1.78517,2.70000
1.77345,2.72000
1.76036,2.74000
1.74704,2.76000
1.73296,2.78000
1.71885,2.80000
1.70269,2.82000
1.68680,2.84000
1.67000,2.86000
1.65208,2.88000
1.63292,2.90000
1.61318,2.92000
1.60000,2.93261
1.59227,2.94000
1.58000,2.95125
1.57000,2.96000
1.56000,2.96840
1.54619,2.98000
1.54000,2.98520
1.52150,3.00000
1.50000,3.01577
1.49421,3.02000
1.48000,3.03038
1.46611,3.04000
1.46000,3.04407
1.44000,3.05741
1.43588,3.06000
1.42000,3.06964
1.40294,3.08000
1.38000,3.09321
1.36733,3.10000
1.36000,3.10393
1.34000,3.11483
1.32929,3.12000
1.32000,3.12448
1.30000,3.13433
1.28786,3.14000
1.28000,3.14367
1.26000,3.15233
1.24231,3.16000
1.22000,3.16935
1.19182,3.18000
1.18000,3.18419
1.16000,3.19156
1.13500,3.20000
1.12000,3.20469
1.10000,3.21094
1.07000,3.22000
1.04000,3.22818
1.02000,3.23364
0.99375,3.24000
0.98000,3.24324
0.96000,3.24735
0.94000,3.25206
0.92000,3.25559
0.89833,3.26000
0.88000,3.26324
0.86000,3.26657
0.84000,3.26971
0.82000,3.27286
0.80000,3.27571
0.76600,3.28000
0.74000,3.28257
0.72000,3.28486
0.70000,3.28657
0.68000,3.28829
0.66000,3.28972
0.64000,3.29114
0.62000,3.29229
0.60000,3.29306
0.58000,3.29400
0.56000,3.29472
0.54000,3.29514
0.52000,3.29528
0.50000,3.29528
0.48000,3.29528
0.46000,3.29514
0.44000,3.29472
0.42000,3.29400
0.40000,3.29306
0.38000,3.29229
0.36000,3.29114
0.34000,3.28972
0.32000,3.28829
0.30000,3.28657
0.28000,3.28486
0.26000,3.28257
0.23400,3.28000
0.20000,3.27571
0.18000,3.27286
0.16000,3.26971
0.14000,3.26657
0.12000,3.26324
0.10167,3.26000
0.08000,3.25559
0.06000,3.25206
0.04000,3.24735
0.02000,3.24324
0.00625,3.24000
0.00000,3.23848
