XCOORD,YCOORD
3.04415,0.00000
3.05062,0.02000
3.05719,0.04000
3.06377,0.06000
3.07028,0.08000
3.07687,0.10000
3.08338,0.12000
3.09000,0.14000
3.09660,0.16000
3.10312,0.18000
3.10972,0.20000
3.11629,0.22000
3.12299,0.24000
3.12958,0.26000
3.13627,0.28000
3.14289,0.30000
3.14951,0.32000
3.15624,0.34000
3.16289,0.36000
3.16957,0.38000
3.17624,0.40000
3.18305,0.42000
3.18971,0.44000
3.19647,0.46000
3.20324,0.48000
3.21000,0.50000
3.21674,0.52000
3.22355,0.54000
3.23036,0.56000
3.23715,0.58000
3.24401,0.60000
3.25088,0.62000
3.25772,0.64000
3.26463,0.66000
3.27154,0.68000
3.27844,0.70000
3.28541,0.72000
3.29237,0.74000
3.29933,0.76000
3.30634,0.78000
3.31346,0.80000
3.32038,0.82000
3.32750,0.84000
3.33462,0.86000
3.34174,0.88000
3.34878,0.90000
3.35595,0.92000
3.36313,0.94000
3.37023,0.96000
3.37746,0.98000
3.38473,1.00000
3.39202,1.02000
3.39930,1.04000
3.40664,1.06000
3.41394,1.08000
3.42134,1.10000
3.42874,1.12000
3.43611,1.14000
3.44357,1.16000
3.45112,1.18000
3.45864,1.20000
3.46616,1.22000
3.47379,1.24000
3.48137,1.26000
3.48902,1.28000
3.49667,1.30000
3.50434,1.32000
3.51215,1.34000
3.51992,1.36000
3.52769,1.38000
3.53558,1.40000
3.54355,1.42000
3.55142,1.44000
3.55941,1.46000
3.56748,1.48000
3.57551,1.50000
3.58364,1.52000
3.59171,1.54000
3.59991,1.56000
3.60819,1.58000
3.61647,1.60000
3.62478,1.62000
3.63325,1.64000
3.64165,1.66000
3.65009,1.68000
3.65867,1.70000
3.66735,1.72000
3.67598,1.74000
3.68459,1.76000
3.69342,1.78000
3.70225,1.80000
3.71108,1.82000
3.72009,1.84000
3.72908,1.86000
3.73807,1.88000
3.74731,1.90000
3.75654,1.92000
3.76570,1.94000
3.77505,1.96000
3.78443,1.98000
3.79400,2.00000
3.80352,2.02000
3.81317,2.04000
3.82298,2.06000
3.83272,2.08000
3.84262,2.10000
3.85265,2.12000
3.86267,2.14000
3.87297,2.16000
3.88310,2.18000
3.89350,2.20000
3.90394,2.22000
3.91444,2.24000
3.92515,2.26000
3.93598,2.28000
3.94670,2.30000
3.95781,2.32000
3.96885,2.34000
3.98010,2.36000
3.99138,2.38000
3.98000,2.35981
4.00000,2.39500
