XCOORD,YCOORD
1.52750,0.00000
1.53203,0.02000
1.53638,0.04000
1.54051,0.06000
1.54483,0.08000
1.54898,0.10000
1.55305,0.12000
1.55707,0.14000
1.56117,0.16000
1.56492,0.18000
1.56864,0.20000
1.57237,0.22000
1.57610,0.24000
1.57983,0.26000
1.58328,0.28000
1.58695,0.30000
1.59017,0.32000
1.59362,0.34000
1.59702,0.36000
1.60017,0.38000
1.60328,0.40000
1.60638,0.42000
1.60948,0.44000
1.61246,0.46000
1.61526,0.48000
1.61807,0.50000
1.62088,0.52000
1.62368,0.54000
1.62614,0.56000
1.62875,0.58000
1.63125,0.60000
1.63375,0.62000
1.63589,0.64000
1.63836,0.66000
1.64054,0.68000
1.64268,0.70000
1.64482,0.72000
1.64673,0.74000
1.64855,0.76000
1.65036,0.78000
1.65204,0.80000
1.65389,0.82000
1.65537,0.84000
1.65685,0.86000
1.65830,0.88000
1.65981,0.90000
1.66093,0.92000
1.66208,0.94000
1.66321,0.96000
1.66434,0.98000
1.66519,1.00000
1.66596,1.02000
1.66673,1.04000
1.66725,1.06000
1.66804,1.08000
1.66843,1.10000
1.66882,1.12000
1.66900,1.14000
1.66900,1.16000
1.66918,1.18000
1.66918,1.20000
1.66918,1.22000
1.66878,1.24000
1.66854,1.26000
1.66812,1.28000
1.66729,1.30000
1.66687,1.32000
1.66604,1.34000
1.66489,1.36000
1.66404,1.38000
1.66283,1.40000
1.66152,1.42000
1.66022,1.44000
1.65844,1.46000
1.65667,1.48000
1.65477,1.50000
1.65295,1.52000
1.65068,1.54000
1.64860,1.56000
1.64581,1.58000
1.64349,1.60000
1.64070,1.62000
1.63780,1.64000
1.63439,1.66000
1.63125,1.68000
1.62775,1.70000
1.62425,1.72000
1.62025,1.74000
1.61615,1.76000
1.61205,1.78000
1.60744,1.80000
1.60289,1.82000
1.59763,1.84000
1.59270,1.86000
1.58730,1.88000
1.58139,1.90000
1.57571,1.92000
1.56943,1.94000
1.56314,1.96000
1.55618,1.98000
1.54912,2.00000
1.54152,2.02000
1.53406,2.04000
1.52594,2.06000
1.51719,2.08000
1.50871,2.10000
1.49967,2.12000
1.48967,2.14000
1.47966,2.16000
1.46931,2.18000
1.45821,2.20000
1.44679,2.22000
1.43444,2.24000
1.42185,2.26000
1.40885,2.28000
1.39480,2.30000
1.38040,2.32000
1.36458,2.34000
1.34875,2.36000
1.33174,2.38000
1.31409,2.40000
1.29476,2.42000
1.27550,2.44000
1.26000,2.45476
1.25421,2.46000
1.24000,2.47286
1.23167,2.48000
1.22000,2.48955
1.20722,2.50000
1.20000,2.50591
1.18176,2.52000
1.16000,2.53609
1.15437,2.54000
1.14000,2.55000
1.12467,2.56000
1.12000,2.56292
1.10000,2.57560
1.09267,2.58000
1.08000,2.58760
1.05786,2.60000
1.04000,2.60962
1.01917,2.62000
1.00000,2.62920
0.97583,2.64000
0.96000,2.64704
0.94000,2.65500
0.92700,2.66000
0.90000,2.67000
0.88000,2.67667
0.87000,2.68000
0.84000,2.68926
0.82000,2.69464
0.79857,2.70000
0.78000,2.70464
0.76000,2.70893
0.74000,2.71321
0.72000,2.71679
0.70200,2.72000
0.68000,2.72321
0.66000,2.72607
0.64000,2.72862
0.62000,2.73069
0.60000,2.73250
0.58000,2.73393
0.56000,2.73483
0.54000,2.73552
0.52000,2.73621
0.50000,2.73621
0.48000,2.73621
0.46000,2.73552
0.44000,2.73483
0.42000,2.73393
0.40000,2.73250
0.38000,2.73069
0.36000,2.72862
0.34000,2.72607
0.32000,2.72321
0.29800,2.72000
0.28000,2.71679
0.26000,2.71321
0.24000,2.70893
0.22000,2.70464
0.20143,2.70000
0.18000,2.69464
0.16000,2.68926
0.13000,2.68000
0.12000,2.67667
0.10000,2.67000
0.07300,2.66000
0.06000,2.65500
0.04000,2.64704
0.02417,2.64000
0.00000,2.62920
0.02000,2.63808
