XCOORD,YCOORD
3.60917,0.00000
3.61680,0.02000
3.62444,0.04000
3.63215,0.06000
3.63983,0.08000
3.64751,0.10000
3.65531,0.12000
3.66311,0.14000
3.67085,0.16000
3.67869,0.18000
3.68653,0.20000
3.69434,0.22000
3.70223,0.24000
3.71017,0.26000
3.71809,0.28000
3.72603,0.30000
3.73405,0.32000
3.74202,0.34000
3.75012,0.36000
3.75819,0.38000
3.76626,0.40000
3.77444,0.42000
3.78263,0.44000
3.79076,0.46000
3.79899,0.48000
3.80724,0.50000
3.81554,0.52000
3.82385,0.54000
3.83220,0.56000
3.84054,0.58000
3.84899,0.60000
3.85743,0.62000
3.86593,0.64000
3.87448,0.66000
3.88297,0.68000
3.89158,0.70000
3.90030,0.72000
3.90891,0.74000
3.91761,0.76000
3.92640,0.78000
3.93515,0.80000
3.94399,0.82000
3.95286,0.84000
3.96179,0.86000
3.97075,0.88000
3.97981,0.90000
3.98881,0.92000
3.99792,0.94000
4.00000,0.94458
