XCOORD,YCOORD
1.25465,0.00000
1.25930,0.02000
1.26386,0.04000
1.26814,0.06000
1.27250,0.08000
1.27659,0.10000
1.28068,0.12000
1.28477,0.14000
1.28841,0.16000
1.29205,0.18000
1.29605,0.20000
1.29932,0.22000
1.30295,0.24000
1.30614,0.26000
1.30953,0.28000
1.31250,0.30000
1.31568,0.32000
1.31884,0.34000
1.32159,0.36000
1.32432,0.38000
1.32705,0.40000
1.32953,0.42000
1.33186,0.44000
1.33419,0.46000
1.33651,0.48000
1.33881,0.50000
1.34070,0.52000
1.34256,0.54000
1.34442,0.56000
1.34628,0.58000
1.34786,0.60000
1.34929,0.62000
1.35071,0.64000
1.35214,0.66000
1.35341,0.68000
1.35439,0.70000
1.35537,0.72000
1.35634,0.74000
1.35683,0.76000
1.35732,0.78000
1.35825,0.80000
1.35825,0.82000
1.35875,0.84000
1.35875,0.86000
1.35872,0.88000
1.35872,0.90000
1.35821,0.92000
1.35769,0.94000
1.35718,0.96000
1.35658,0.98000
1.35605,1.00000
1.35500,1.02000
1.35378,1.04000
1.35237,1.06000
1.35108,1.08000
1.34946,1.10000
1.34784,1.12000
1.34583,1.14000
1.34361,1.16000
1.34139,1.18000
1.33914,1.20000
1.33676,1.22000
1.33382,1.24000
1.33088,1.26000
1.32735,1.28000
1.32441,1.30000
1.32088,1.32000
1.31667,1.34000
1.31281,1.36000
1.30844,1.38000
1.30406,1.40000
1.29906,1.42000
1.29452,1.44000
1.28871,1.46000
1.28355,1.48000
1.27767,1.50000
1.27138,1.52000
1.26517,1.54000
1.25821,1.56000
1.25107,1.58000
1.24393,1.60000
1.23593,1.62000
1.22778,1.64000
1.21885,1.66000
1.21000,1.68000
1.20040,1.70000
1.19042,1.72000
1.18040,1.74000
1.16913,1.76000
1.15773,1.78000
1.14500,1.80000
1.13227,1.82000
1.11857,1.84000
1.10429,1.86000
1.08950,1.88000
1.07316,1.90000
1.05611,1.92000
1.03824,1.94000
1.02000,1.95824
1.01824,1.96000
1.00000,1.97722
0.99687,1.98000
0.98000,1.99588
0.97533,2.00000
0.96000,2.01278
0.95071,2.02000
0.94000,2.02833
0.92385,2.04000
0.92000,2.04278
0.90000,2.05632
0.89462,2.06000
0.88000,2.06950
0.86250,2.08000
0.84000,2.09250
0.82500,2.10000
0.80000,2.11250
0.78125,2.12000
0.76000,2.12905
0.74000,2.13650
0.73000,2.14000
0.70000,2.14905
0.68000,2.15476
0.65800,2.16000
0.64000,2.16409
0.62000,2.16714
0.60000,2.17045
0.58000,2.17286
0.56000,2.17500
0.54000,2.17667
0.52000,2.17762
0.50000,2.17762
0.48000,2.17762
0.46000,2.17667
0.44000,2.17500
0.42000,2.17286
0.40000,2.17045
0.38000,2.16714
0.36000,2.16409
0.34200,2.16000
0.32000,2.15476
0.30000,2.14905
0.27000,2.14000
0.26000,2.13650
0.24000,2.12905
0.21875,2.12000
0.20000,2.11250
0.17500,2.10000
0.16000,2.09250
0.13750,2.08000
0.12000,2.06950
0.10538,2.06000
0.10000,2.05632
0.08000,2.04278
0.07615,2.04000
0.06000,2.02833
0.04929,2.02000
0.04000,2.01278
0.02467,2.00000
0.02000,1.99588
0.00313,1.98000
0.00000,1.97722
