XCOORD,YCOORD
2.54466,0.00000
2.55034,0.02000
2.55598,0.04000
2.56161,0.06000
2.56709,0.08000
2.57274,0.10000
2.57836,0.12000
2.58388,0.14000
2.58949,0.16000
2.59504,0.18000
2.60060,0.20000
2.60612,0.22000
2.61174,0.24000
2.61728,0.26000
2.62270,0.28000
2.62826,0.30000
2.63377,0.32000
2.63921,0.34000
2.64482,0.36000
2.65026,0.38000
2.65580,0.40000
2.66132,0.42000
2.66670,0.44000
2.67223,0.46000
2.67759,0.48000
2.68313,0.50000
2.68856,0.52000
2.69396,0.54000
2.69955,0.56000
2.70495,0.58000
2.71027,0.60000
2.71573,0.62000
2.72118,0.64000
2.72664,0.66000
2.73202,0.68000
2.73750,0.70000
2.74284,0.72000
2.74824,0.74000
2.75374,0.76000
2.75916,0.78000
2.76454,0.80000
2.77000,0.82000
2.77538,0.84000
2.78066,0.86000
2.78613,0.88000
2.79152,0.90000
2.79686,0.92000
2.80236,0.94000
2.80771,0.96000
2.81317,0.98000
2.81854,1.00000
2.82394,1.02000
2.82922,1.04000
2.83466,1.06000
2.84010,1.08000
2.84539,1.10000
2.85088,1.12000
2.85618,1.14000
2.86167,1.16000
2.86703,1.18000
2.87250,1.20000
2.87788,1.22000
2.88330,1.24000
2.88859,1.26000
2.89404,1.28000
2.89949,1.30000
2.90480,1.32000
2.91031,1.34000
2.91577,1.36000
2.92113,1.38000
2.92656,1.40000
2.93198,1.42000
2.93740,1.44000
2.94284,1.46000
2.94832,1.48000
2.95379,1.50000
2.95926,1.52000
2.96479,1.54000
2.97022,1.56000
2.97576,1.58000
2.98120,1.60000
2.98670,1.62000
2.99220,1.64000
2.99769,1.66000
3.00322,1.68000
3.00878,1.70000
3.01433,1.72000
3.01989,1.74000
3.02551,1.76000
3.03102,1.78000
3.03667,1.80000
3.04239,1.82000
3.04793,1.84000
3.05360,1.86000
3.05919,1.88000
3.06482,1.90000
3.07047,1.92000
3.07631,1.94000
3.08200,1.96000
3.08759,1.98000
3.09337,2.00000
3.09915,2.02000
3.10494,2.04000
3.11074,2.06000
3.11642,2.08000
3.12235,2.10000
3.12812,2.12000
3.13405,2.14000
3.13987,2.16000
3.14595,2.18000
3.15192,2.20000
3.15779,2.22000
3.16377,2.24000
3.16974,2.26000
3.17592,2.28000
3.18197,2.30000
3.18813,2.32000
3.19419,2.34000
3.20041,2.36000
3.20644,2.38000
3.21274,2.40000
3.21903,2.42000
3.22542,2.44000
3.23169,2.46000
3.23814,2.48000
3.24443,2.50000
3.25087,2.52000
3.25754,2.54000
3.26391,2.56000
3.27044,2.58000
3.27716,2.60000
