XCOORD,YCOORD
2.38565,0.00000
2.39102,0.02000
2.39639,0.04000
2.40174,0.06000
2.40713,0.08000
2.41231,0.10000
2.41766,0.12000
2.42290,0.14000
2.42813,0.16000
2.43336,0.18000
2.43860,0.20000
2.44383,0.22000
2.44907,0.24000
2.45425,0.26000
2.45952,0.28000
2.46462,0.30000
2.46981,0.32000
2.47495,0.34000
2.48010,0.36000
2.48524,0.38000
2.49029,0.40000
2.49544,0.42000
2.50048,0.44000
2.50548,0.46000
2.51058,0.48000
2.51563,0.50000
2.52068,0.52000
2.52573,0.54000
2.53069,0.56000
2.53574,0.58000
2.54069,0.60000
2.54564,0.62000
2.55059,0.64000
2.55554,0.66000
2.56050,0.68000
2.56545,0.70000
2.57030,0.72000
2.57530,0.74000
2.58030,0.76000
2.58510,0.78000
2.59000,0.80000
2.59480,0.82000
2.59969,0.84000
2.60455,0.86000
2.60929,0.88000
2.61412,0.90000
2.61906,0.92000
2.62381,0.94000
2.62865,0.96000
2.63344,0.98000
2.63821,1.00000
2.64302,1.02000
2.64768,1.04000
2.65245,1.06000
2.65713,1.08000
2.66200,1.10000
2.66670,1.12000
2.67129,1.14000
2.67602,1.16000
2.68075,1.18000
2.68548,1.20000
2.69011,1.22000
2.69484,1.24000
2.69945,1.26000
2.70407,1.28000
2.70878,1.30000
2.71344,1.32000
2.71809,1.34000
2.72258,1.36000
2.72730,1.38000
2.73180,1.40000
2.73648,1.42000
2.74102,1.44000
2.74557,1.46000
2.75023,1.48000
2.75477,1.50000
2.75919,1.52000
2.76384,1.54000
2.76835,1.56000
2.77282,1.58000
2.77750,1.60000
2.78200,1.62000
2.78655,1.64000
2.79096,1.66000
2.79549,1.68000
2.79988,1.70000
2.80451,1.72000
2.80890,1.74000
2.81346,1.76000
2.81787,1.78000
2.82235,1.80000
2.82671,1.82000
2.83127,1.84000
2.83557,1.86000
2.84013,1.88000
2.84449,1.90000
2.84885,1.92000
2.85338,1.94000
2.85776,1.96000
2.86221,1.98000
2.86645,2.00000
2.87092,2.02000
2.87533,2.04000
2.87960,2.06000
