XCOORD,YCOORD
3.41315,0.00000
3.42042,0.02000
3.42760,0.04000
3.43491,0.06000
3.44222,0.08000
3.44952,0.10000
3.45691,0.12000
3.46418,0.14000
3.47158,0.16000
3.47896,0.18000
3.48636,0.20000
3.49380,0.22000
3.50127,0.24000
3.50865,0.26000
3.51613,0.28000
3.52362,0.30000
3.53117,0.32000
3.53870,0.34000
3.54627,0.36000
3.55385,0.38000
3.56155,0.40000
3.56919,0.42000
3.57681,0.44000
3.58447,0.46000
3.59226,0.48000
3.59994,0.50000
3.60774,0.52000
3.61551,0.54000
3.62335,0.56000
3.63115,0.58000
3.63904,0.60000
3.64694,0.62000
3.65490,0.64000
3.66288,0.66000
3.67077,0.68000
3.67890,0.70000
3.68690,0.72000
3.69497,0.74000
3.70305,0.76000
3.71118,0.78000
3.71941,0.80000
3.72757,0.82000
3.73586,0.84000
3.74414,0.86000
3.75247,0.88000
3.76086,0.90000
3.76927,0.92000
3.77765,0.94000
3.78611,0.96000
3.79466,0.98000
3.80318,1.00000
3.81177,1.02000
3.82047,1.04000
3.82911,1.06000
3.83786,1.08000
3.84664,1.10000
3.85538,1.12000
3.86421,1.14000
3.87312,1.16000
3.88215,1.18000
3.89112,1.20000
3.90021,1.22000
3.90923,1.24000
3.91838,1.26000
3.92759,1.28000
3.93693,1.30000
3.94621,1.32000
3.95561,1.34000
3.96496,1.36000
3.97446,1.38000
3.98399,1.40000
3.99365,1.42000
4.00000,1.43318
