XCOORD,YCOORD
3.40125,0.00000
3.40844,0.02000
3.41563,0.04000
3.42293,0.06000
3.43018,0.08000
3.43752,0.10000
3.44479,0.12000
3.45206,0.14000
3.45945,0.16000
3.46677,0.18000
3.47417,0.20000
3.48153,0.22000
3.48902,0.24000
3.49638,0.26000
3.50387,0.28000
3.51130,0.30000
3.51882,0.32000
3.52636,0.34000
3.53385,0.36000
3.54143,0.38000
3.54906,0.40000
3.55667,0.42000
3.56431,0.44000
3.57189,0.46000
3.57968,0.48000
3.58728,0.50000
3.59510,0.52000
3.60285,0.54000
3.61064,0.56000
3.61840,0.58000
3.62622,0.60000
3.63413,0.62000
3.64200,0.64000
3.64994,0.66000
3.65786,0.68000
3.66591,0.70000
3.67392,0.72000
3.68190,0.74000
3.69000,0.76000
3.69809,0.78000
3.70625,0.80000
3.71441,0.82000
3.72270,0.84000
3.73087,0.86000
3.73913,0.88000
3.74753,0.90000
3.75591,0.92000
3.76423,0.94000
3.77264,0.96000
3.78115,0.98000
3.78966,1.00000
3.79816,1.02000
3.80678,1.04000
3.81541,1.06000
3.82407,1.08000
3.83285,1.10000
3.84159,1.12000
3.85035,1.14000
3.85924,1.16000
3.86818,1.18000
3.87711,1.20000
3.88613,1.22000
3.89514,1.24000
3.90430,1.26000
3.91340,1.28000
3.92264,1.30000
3.93193,1.32000
3.94122,1.34000
3.95058,1.36000
3.96007,1.38000
3.96949,1.40000
3.97905,1.42000
3.98869,1.44000
3.99831,1.46000
4.00000,1.46348
