XCOORD,YCOORD
0.02852,0.00000
0.02259,0.02000
0.01750,0.04000
0.01179,0.06000
0.00679,0.08000
0.00185,0.10000
0.00000,0.10833
0.97148,0.00000
0.97741,0.02000
0.98250,0.04000
0.98821,0.06000
0.99321,0.08000
0.99815,0.10000
1.00250,0.12000
1.00724,0.14000
1.01138,0.16000
1.01552,0.18000
1.01964,0.20000
1.02379,0.22000
1.02724,0.24000
1.03069,0.26000
1.03393,0.28000
1.03690,0.30000
1.04033,0.32000
1.04300,0.34000
1.04517,0.36000
1.04793,0.38000
1.05000,0.40000
1.05250,0.42000
1.05414,0.44000
1.05621,0.46000
1.05759,0.48000
1.05964,0.50000
1.06034,0.52000
1.06172,0.54000
1.06250,0.56000
1.06379,0.58000
1.06393,0.60000
1.06464,0.62000
1.06464,0.64000
1.06464,0.66000
1.06464,0.68000
1.06464,0.70000
1.06407,0.72000
1.06333,0.74000
1.06259,0.76000
1.06179,0.78000
1.06037,0.80000
1.05885,0.82000
1.05720,0.84000
1.05500,0.86000
1.05320,0.88000
1.05080,0.90000
1.04760,0.92000
1.04520,0.94000
1.04200,0.96000
1.03875,0.98000
1.03458,1.00000
1.03087,1.02000
1.02652,1.04000
1.02217,1.06000
1.01696,1.08000
1.01227,1.10000
1.00682,1.12000
1.00045,1.14000
0.99381,1.16000
0.98714,1.18000
0.98048,1.20000
0.97250,1.22000
0.96450,1.24000
0.95611,1.26000
0.94684,1.28000
0.93722,1.30000
0.92647,1.32000
0.91563,1.34000
0.90412,1.36000
0.89062,1.38000
0.87786,1.40000
0.86214,1.42000
0.84643,1.44000
0.82917,1.46000
0.81083,1.48000
0.80000,1.49083
0.79000,1.50000
0.78000,1.50846
0.76636,1.52000
0.76000,1.52538
0.73889,1.54000
0.72000,1.55308
0.70875,1.56000
0.70000,1.56500
0.68000,1.57500
0.67000,1.58000
0.66000,1.58500
0.64000,1.59308
0.61800,1.60000
0.60000,1.60600
0.58000,1.61071
0.56000,1.61357
0.54000,1.61643
0.52000,1.61786
0.50000,1.61929
0.48000,1.61786
0.46000,1.61643
0.44000,1.61357
0.42000,1.61071
0.40000,1.60600
0.38200,1.60000
0.36000,1.59308
0.34000,1.58500
0.33000,1.58000
0.32000,1.57500
0.30000,1.56500
0.29125,1.56000
0.28000,1.55308
0.26111,1.54000
0.24000,1.52538
0.23364,1.52000
0.22000,1.50846
0.21000,1.50000
0.20000,1.49083
0.18917,1.48000
0.17083,1.46000
0.15357,1.44000
0.13786,1.42000
0.12214,1.40000
0.10938,1.38000
0.09588,1.36000
0.08438,1.34000
0.07353,1.32000
0.06278,1.30000
0.05316,1.28000
0.04389,1.26000
0.03550,1.24000
0.02750,1.22000
0.01952,1.20000
0.01286,1.18000
0.00619,1.16000
0.00000,1.14143
