XCOORD,YCOORD
2.88927,0.00000
2.89555,0.02000
2.90181,0.04000
2.90796,0.06000
2.91423,0.08000
2.92051,0.10000
2.92669,0.12000
2.93301,0.14000
2.93933,0.16000
2.94556,0.18000
2.95178,0.20000
2.95813,0.22000
2.96437,0.24000
2.97067,0.26000
2.97692,0.28000
2.98321,0.30000
2.98955,0.32000
2.99583,0.34000
3.00218,0.36000
3.00841,0.38000
3.01477,0.40000
3.02114,0.42000
3.02740,0.44000
3.03382,0.46000
3.04023,0.48000
3.04649,0.50000
3.05285,0.52000
3.05930,0.54000
3.06562,0.56000
3.07202,0.58000
3.07852,0.60000
3.08488,0.62000
3.09133,0.64000
3.09772,0.66000
3.10417,0.68000
3.11063,0.70000
3.11709,0.72000
3.12357,0.74000
3.13008,0.76000
3.13659,0.78000
3.14312,0.80000
3.14968,0.82000
3.15621,0.84000
3.16280,0.86000
3.16935,0.88000
3.17602,0.90000
3.18252,0.92000
3.18919,0.94000
3.19582,0.96000
3.20254,0.98000
3.20917,1.00000
3.21592,1.02000
3.22256,1.04000
3.22925,1.06000
3.23608,1.08000
3.24292,1.10000
3.24966,1.12000
3.25639,1.14000
3.26328,1.16000
3.27008,1.18000
3.27701,1.20000
3.28385,1.22000
3.29085,1.24000
3.29783,1.26000
3.30474,1.28000
3.31174,1.30000
3.31870,1.32000
3.32583,1.34000
3.33289,1.36000
3.33991,1.38000
3.34717,1.40000
3.35425,1.42000
3.36150,1.44000
3.36866,1.46000
3.37595,1.48000
3.38315,1.50000
3.39054,1.52000
3.39789,1.54000
3.40523,1.56000
3.41269,1.58000
3.42009,1.60000
3.42769,1.62000
3.43523,1.64000
3.44271,1.66000
3.45028,1.68000
3.45802,1.70000
3.46562,1.72000
3.47343,1.74000
3.48124,1.76000
3.48894,1.78000
3.49683,1.80000
3.50476,1.82000
3.51272,1.84000
3.52069,1.86000
3.52873,1.88000
3.53693,1.90000
3.54505,1.92000
3.55330,1.94000
3.56150,1.96000
3.56980,1.98000
3.57827,2.00000
3.58663,2.02000
3.59515,2.04000
3.60381,2.06000
3.61240,2.08000
3.62115,2.10000
3.62979,2.12000
3.63863,2.14000
3.64755,2.16000
3.65667,2.18000
3.66564,2.20000
3.67473,2.22000
3.68402,2.24000
3.69330,2.26000
3.70272,2.28000
3.71211,2.30000
3.72167,2.32000
3.73135,2.34000
3.74101,2.36000
3.75080,2.38000
3.76080,2.40000
3.77092,2.42000
3.78103,2.44000
3.79128,2.46000
3.80153,2.48000
3.81202,2.50000
3.82250,2.52000
3.83321,2.54000
3.84417,2.56000
3.85506,2.58000
3.86622,2.60000
3.87741,2.62000
3.88877,2.64000
3.90012,2.66000
3.91187,2.68000
3.92367,2.70000
3.93557,2.72000
3.94782,2.74000
3.96013,2.76000
3.97250,2.78000
3.98513,2.80000
3.99800,2.82000
4.00000,2.82306
