XCOORD,YCOORD
3.15105,0.00000
3.15783,0.02000
3.16454,0.04000
3.17125,0.06000
3.17808,0.08000
3.18480,0.10000
3.19159,0.12000
3.19847,0.14000
3.20523,0.16000
3.21207,0.18000
3.21886,0.20000
3.22570,0.22000
3.23255,0.24000
3.23939,0.26000
3.24628,0.28000
3.25318,0.30000
3.26007,0.32000
3.26701,0.34000
3.27395,0.36000
3.28088,0.38000
3.28788,0.40000
3.29486,0.42000
3.30185,0.44000
3.30890,0.46000
3.31590,0.48000
3.32297,0.50000
3.33007,0.52000
3.33713,0.54000
3.34424,0.56000
3.35126,0.58000
3.35852,0.60000
3.36566,0.62000
3.37275,0.64000
3.38007,0.66000
3.38725,0.68000
3.39450,0.70000
3.40177,0.72000
3.40907,0.74000
3.41633,0.76000
3.42367,0.78000
3.43101,0.80000
3.43848,0.82000
3.44583,0.84000
3.45321,0.86000
3.46066,0.88000
3.46816,0.90000
3.47566,0.92000
3.48316,0.94000
3.49081,0.96000
3.49843,0.98000
3.50600,1.00000
3.51366,1.02000
3.52141,1.04000
3.52903,1.06000
3.53677,1.08000
3.54459,1.10000
3.55235,1.12000
3.56023,1.14000
3.56817,1.16000
3.57608,1.18000
3.58405,1.20000
3.59192,1.22000
3.60008,1.24000
3.60814,1.26000
3.61617,1.28000
3.62430,1.30000
3.63252,1.32000
3.64071,1.34000
3.64897,1.36000
3.65736,1.38000
3.66563,1.40000
3.67400,1.42000
3.68248,1.44000
3.69105,1.46000
3.69959,1.48000
3.70815,1.50000
3.71680,1.52000
3.72549,1.54000
3.73418,1.56000
3.74303,1.58000
3.75182,1.60000
3.76075,1.62000
3.76975,1.64000
3.77874,1.66000
3.78782,1.68000
3.79703,1.70000
3.80619,1.72000
3.81547,1.74000
3.82487,1.76000
3.83422,1.78000
3.84371,1.80000
3.85313,1.82000
3.86287,1.84000
3.87254,1.86000
3.88221,1.88000
3.89212,1.90000
3.90204,1.92000
3.91198,1.94000
3.92207,1.96000
3.93216,1.98000
3.94245,2.00000
3.95282,2.02000
3.96321,2.04000
3.97367,2.06000
3.98435,2.08000
3.99505,2.10000
4.00000,2.10914
