XCOORD,YCOORD
2.94674,0.00000
2.95307,0.02000
2.95936,0.04000
2.96579,0.06000
2.97207,0.08000
2.97849,0.10000
2.98482,0.12000
2.99123,0.14000
2.99761,0.16000
3.00396,0.18000
3.01036,0.20000
3.01674,0.22000
3.02326,0.24000
3.02956,0.26000
3.03599,0.28000
3.04241,0.30000
3.04890,0.32000
3.05533,0.34000
3.06182,0.36000
3.06822,0.38000
3.07470,0.40000
3.08111,0.42000
3.08763,0.44000
3.09410,0.46000
3.10067,0.48000
3.10714,0.50000
3.11361,0.52000
3.12023,0.54000
3.12674,0.56000
3.13326,0.58000
3.13992,0.60000
3.14644,0.62000
3.15305,0.64000
3.15962,0.66000
3.16623,0.68000
3.17285,0.70000
3.17961,0.72000
3.18623,0.74000
3.19289,0.76000
3.19961,0.78000
3.20628,0.80000
3.21305,0.82000
3.21976,0.84000
3.22654,0.86000
3.23325,0.88000
3.24008,0.90000
3.24690,0.92000
3.25368,0.94000
3.26056,0.96000
3.26744,0.98000
3.27427,1.00000
3.28121,1.02000
3.28815,1.04000
3.29504,1.06000
3.30203,1.08000
3.30910,1.10000
3.31612,1.12000
3.32320,1.14000
3.33017,1.16000
3.33725,1.18000
3.34442,1.20000
3.35151,1.22000
3.35874,1.24000
3.36597,1.26000
3.37314,1.28000
3.38042,1.30000
3.38761,1.32000
3.39496,1.34000
3.40231,1.36000
3.40966,1.38000
3.41713,1.40000
3.42457,1.42000
3.43191,1.44000
3.43956,1.46000
3.44693,1.48000
3.45460,1.50000
3.46221,1.52000
3.46982,1.54000
3.47759,1.56000
3.48527,1.58000
3.49306,1.60000
3.50081,1.62000
3.50864,1.64000
3.51661,1.66000
3.52450,1.68000
3.53250,1.70000
3.54046,1.72000
3.54861,1.74000
3.55673,1.76000
3.56495,1.78000
3.57311,1.80000
3.58142,1.82000
3.58972,1.84000
3.59817,1.86000
3.60657,1.88000
3.61505,1.90000
3.62359,1.92000
3.63214,1.94000
3.64088,1.96000
3.64960,1.98000
3.65850,2.00000
3.66723,2.02000
3.67626,2.04000
3.68515,2.06000
3.69424,2.08000
3.70337,2.10000
3.71268,2.12000
3.72196,2.14000
3.73135,2.16000
3.74073,2.18000
3.75031,2.20000
3.75989,2.22000
3.76968,2.24000
3.77947,2.26000
3.78935,2.28000
3.79946,2.30000
3.80946,2.32000
3.81967,2.34000
3.83000,2.36000
3.84033,2.38000
3.85078,2.40000
3.86144,2.42000
3.87225,2.44000
3.88303,2.46000
3.89398,2.48000
3.90511,2.50000
3.91621,2.52000
3.92756,2.54000
3.93918,2.56000
3.95071,2.58000
3.96250,2.60000
3.97440,2.62000
3.98639,2.64000
3.99866,2.66000
4.00000,2.66216
