XCOORD,YCOORD
2.19153,0.00000
2.19660,0.02000
2.20173,0.04000
2.20670,0.06000
2.21165,0.08000
2.21660,0.10000
2.22155,0.12000
2.22649,0.14000
2.23135,0.16000
2.23635,0.18000
2.24115,0.20000
2.24594,0.22000
2.25084,0.24000
2.25568,0.26000
2.26052,0.28000
2.26516,0.30000
2.26989,0.32000
2.27457,0.34000
2.27926,0.36000
2.28394,0.38000
2.28862,0.40000
2.29323,0.42000
2.29774,0.44000
2.30245,0.46000
2.30699,0.48000
2.31151,0.50000
2.31598,0.52000
2.32054,0.54000
2.32505,0.56000
2.32946,0.58000
2.33396,0.60000
2.33835,0.62000
2.34272,0.64000
2.34714,0.66000
2.35144,0.68000
2.35567,0.70000
2.36011,0.72000
2.36433,0.74000
2.36856,0.76000
2.37292,0.78000
2.37697,0.80000
2.38124,0.82000
2.38551,0.84000
2.38966,0.86000
2.39375,0.88000
2.39782,0.90000
2.40193,0.92000
2.40609,0.94000
2.41000,0.96000
2.41407,0.98000
2.41802,1.00000
2.42198,1.02000
2.42600,1.04000
2.43000,1.06000
2.43376,1.08000
2.43774,1.10000
2.44155,1.12000
2.44536,1.14000
2.44928,1.16000
2.45313,1.18000
2.45675,1.20000
2.46060,1.22000
2.46427,1.24000
2.46793,1.26000
2.47173,1.28000
2.47538,1.30000
2.47889,1.32000
2.48259,1.34000
2.48612,1.36000
2.48975,1.38000
2.49329,1.40000
2.49679,1.42000
2.50013,1.44000
2.50372,1.46000
2.50705,1.48000
2.51052,1.50000
2.51390,1.52000
2.51724,1.54000
2.52065,1.56000
2.52382,1.58000
2.52707,1.60000
2.53027,1.62000
2.53347,1.64000
2.53662,1.66000
2.53986,1.68000
2.54288,1.70000
2.54616,1.72000
2.54903,1.74000
2.55208,1.76000
2.55507,1.78000
2.55817,1.80000
2.56099,1.82000
2.56386,1.84000
2.56671,1.86000
2.56957,1.88000
2.57232,1.90000
2.57515,1.92000
2.57779,1.94000
2.58044,1.96000
2.58313,1.98000
2.58582,2.00000
2.58833,2.02000
2.59092,2.04000
2.59338,2.06000
2.59585,2.08000
2.59828,2.10000
2.60077,2.12000
2.60297,2.14000
2.60524,2.16000
2.60746,2.18000
2.60952,2.20000
2.61177,2.22000
2.61393,2.24000
2.61590,2.26000
2.61783,2.28000
2.61983,2.30000
2.62183,2.32000
2.62356,2.34000
2.62534,2.36000
2.62707,2.38000
2.62879,2.40000
2.63035,2.42000
2.63196,2.44000
2.63339,2.46000
2.63473,2.48000
2.63618,2.50000
2.63759,2.52000
2.63868,2.54000
2.63981,2.56000
2.64094,2.58000
2.64173,2.60000
2.64288,2.62000
2.64373,2.64000
2.64451,2.66000
2.64500,2.68000
2.64551,2.70000
2.64592,2.72000
2.64646,2.74000
2.64687,2.76000
2.64702,2.78000
2.64702,2.80000
2.64702,2.82000
2.64674,2.84000
2.64644,2.86000
2.64614,2.88000
2.64568,2.90000
2.64523,2.92000
2.64442,2.94000
2.64349,2.96000
2.64220,2.98000
2.64122,3.00000
2.63975,3.02000
2.63825,3.04000
2.63667,3.06000
2.63462,3.08000
2.63237,3.10000
2.63026,3.12000
2.62784,3.14000
2.62514,3.16000
2.62194,3.18000
2.61914,3.20000
2.61559,3.22000
2.61147,3.24000
2.60758,3.26000
2.60333,3.28000
2.59906,3.30000
2.59406,3.32000
2.58871,3.34000
2.58300,3.36000
2.57700,3.38000
2.57069,3.40000
2.56379,3.42000
2.55667,3.44000
2.54852,3.46000
2.54037,3.48000
2.53115,3.50000
2.52192,3.52000
2.51160,3.54000
2.50042,3.56000
2.48913,3.58000
2.47682,3.60000
