XCOORD,YCOORD
3.72968,0.00000
3.73757,0.02000
3.74546,0.04000
3.75335,0.06000
3.76135,0.08000
3.76929,0.10000
3.77732,0.12000
3.78530,0.14000
3.79339,0.16000
3.80148,0.18000
3.80956,0.20000
3.81773,0.22000
3.82588,0.24000
3.83406,0.26000
3.84227,0.28000
3.85050,0.30000
3.85883,0.32000
3.86709,0.34000
3.87545,0.36000
3.88376,0.38000
3.89219,0.40000
3.90062,0.42000
3.90910,0.44000
3.91757,0.46000
3.92616,0.48000
3.93472,0.50000
3.94335,0.52000
3.95194,0.54000
3.96063,0.56000
3.96937,0.58000
3.97809,0.60000
3.98688,0.62000
3.99576,0.64000
4.00000,0.64961
